uuid,name,phone,x,y,produto_comprado
128239a9-3dde-46d7-8254-6b66bf5ccf82,Kathryn Russell,001-422-427-2869x372,-49.2820126,-16.6328423,product_560
7d778ed8-5511-4272-8a0d-f851e7a56350,Peter Hudson,693.690.8982,-49.2607303,-16.5970067,product_787
c87ed269-aaa3-4a0b-ad25-c44fc40a1837,Victoria Haynes,894-409-9797,-49.2590786,-16.605625,product_84
13ed47e8-bab7-47f3-96f5-ffb25ffb11bc,Angela James,(226)218-4186,-49.2718817,-16.5906383,product_198
4184e963-c9a4-4319-90d6-25624b460d56,Haley Smith,860-662-0508x46400,-49.2726053,-16.6261416,product_924
e0e63393-faf7-42d4-b4d0-616e10252cf0,Charles Anderson,449-795-8543x557,-49.2564413,-16.6150385,product_857
4a3eddb8-3cf8-479b-90fd-5119c6960bfd,Jeremy Adams,4299406005,-49.2334559,-16.6365366,product_418
e0057509-ac61-45e2-8af2-96b43583fbcd,Bridget Jarvis,001-755-934-4714x121,-49.2593128,-16.5924132,product_635
90cc15f1-808c-46d2-b27b-f2ce399d1f0e,Collin Dunlap,+1-307-686-8729,-49.2803289,-16.6373884,product_671
5cf5befb-a05f-4105-a88b-7fab48d01a3c,Brandi Hansen,490.945.9498x06218,-49.2668727,-16.5836676,product_961
26346f3e-406e-4dc8-8aa4-ee1ef18bf0e1,Teresa Townsend,702.243.8928x2253,-49.2350278,-16.6328965,product_774
63825ce5-6026-4c5e-bf7b-4fd26ced3b9c,Kelly Johnson,2797773343,-49.2938701,-16.6338401,product_154
a5a6d16e-b21b-4995-b424-745dfabd023c,Melanie Edwards,726.463.8831,-49.231663,-16.6375565,product_23
32b6e05d-78a5-44c9-8f88-08b268a79fe4,Angela Mcfarland,590-745-0327x8940,-49.2560162,-16.619576,product_136
857d352a-5dd3-4424-a3fd-3a2d8ece0037,Kathryn Mooney,001-569-297-6450x1073,-49.2424632,-16.6350775,product_428
1b922b50-9fac-450e-9ad3-af66e10f802d,Eddie Flores,770-658-8777,-49.2823452,-16.5766269,product_411
92d075eb-0625-43f2-a693-566fe07e6878,Cheryl Mcdonald,9589030507,-49.294263,-16.6062144,product_849
9d98300f-3c35-4d79-9113-0478d5e9271e,Alan Lewis,219-442-9970x62937,-49.2396793,-16.6388295,product_676
86aa35c8-79df-4f62-95b9-7d329e374771,Susan Holloway,828.881.3269,-49.2284417,-16.6380098,product_66
21f8dcc9-a714-4a39-b7eb-fc1d49b05931,Roy Leonard,888-946-1936x91355,-49.2788248,-16.6364063,product_489
5186679f-ce55-451c-b7fe-6c99d5ad2ab3,Barbara Gonzalez,+1-825-605-9944x216,-49.2290636,-16.6091071,product_205
3f82e2a9-ac36-43a7-a3d0-ec63942be6d4,Nicholas Wheeler,(499)775-7146x4414,-49.2776718,-16.6354448,product_202
a3767120-826e-46c4-be20-32315e804d03,Dawn Mcdaniel,(839)422-5446,-49.2499581,-16.6129017,product_992
449797b0-767a-4976-ac59-0fa05a318648,Maxwell Jones,+1-221-604-6911x2048,-49.2824824,-16.6199572,product_570
e8d67d6a-d837-43ed-8d5a-f1db819b40bf,Loretta Brown,001-294-780-9305x4633,-49.2483756,-16.6327673,product_71
aac42d16-71be-4d26-ad42-5cc24d6d3011,Andrew Wade,771-228-3355,-49.2535588,-16.6184263,product_872
9593d7a4-08d5-4dca-aba4-61b76de6b23c,Paul Johnson,9047168235,-49.2558101,-16.6197423,product_297
f9ce9529-941f-4d01-b52d-ea0619fd72f9,Eric Davis,001-910-772-0618x81834,-49.256249,-16.6203716,product_491
03e0a613-00a8-4d2e-b2a9-1201f8d92768,Nathan Russell,594.561.3946,-49.2461523,-16.6103973,product_865
65e34e0a-0ce9-40bd-94ce-e7af0d377623,Yolanda Phillips,369-978-8224x03421,-49.2519769,-16.61209,product_20
90d14ce3-f4f7-4218-9266-e053ae65688d,Tyler Barrera,688-224-6966,-49.2660132,-16.5778043,product_621
3be36d3f-716f-4874-b8ba-d0ed80ba43c4,Anthony Campbell,396.715.2410x7140,-49.2714048,-16.6392769,product_482
dad6c654-4dec-4034-b9a1-e247ba57d20f,Shannon Pugh,7476565709,-49.2655838,-16.590798,product_83
470ba7f4-6882-4e35-88c7-910c2979b743,Timothy Joseph,499-637-3135x393,-49.2984488,-16.6117765,product_871
cd007bc6-07eb-4ae9-b797-5ec5841a52e7,John Garcia,9475546046,-49.2537678,-16.6346767,product_765
f3bf5f6d-56f4-4967-837c-5ae4d51522a8,Brenda Allen,273.589.8857x60963,-49.272336,-16.6379252,product_152
45d88ca2-be74-4883-9b96-1bae0bc1b0c3,Travis Peterson,5288837595,-49.2417683,-16.6119332,product_856
5fe2351c-62b2-496a-9328-d96978f6eba3,Oscar Mills,(404)620-4762,-49.2590311,-16.5853681,product_966
e5e088fc-6cc2-4421-8a4e-80e15ee65c4f,Chad Torres,508.776.8709,-49.258738,-16.6016246,product_530
9d23759c-3b0e-4973-afe6-f62735d6edcf,Aimee Grant,+1-573-840-7536x60335,-49.2647578,-16.6023943,product_478
6e75ecf5-491e-453b-85f4-130625ba8391,Joshua Clark,961-389-2848x7653,-49.2900713,-16.6357697,product_579
b1d38c9f-ea7b-4cda-85b2-a65f272fc132,Erica Gardner,+1-821-503-2687,-49.264921,-16.5902804,product_434
f32a8be4-ad01-4917-961d-e2c5a48ddd57,Stephanie Coffey,518-841-8562x31565,-49.2416243,-16.6089801,product_935
28df5a95-ce2d-4ace-97ba-6c8b334e8319,Brittany Harrison,+1-334-218-8953x555,-49.2598636,-16.5917011,product_684
ec1af5ca-1d06-429e-b289-67e46f4a0115,Donna Richards,+1-479-913-3936x776,-49.2830785,-16.6201067,product_743
d9f80dea-bac9-42b4-8426-e292243c3ec2,Douglas Brown,001-523-456-4614,-49.2799796,-16.5716231,product_540
90b7301f-8e0b-4069-a68e-25db50fa1b11,Ashley Rodriguez,744-527-7887x52530,-49.2607252,-16.5777118,product_254
a7716a80-8d72-4b84-9795-a92920531e05,Theresa Bennett,461.977.4932x221,-49.2803886,-16.5977144,product_587
0786d839-cbb6-43b5-a609-c207032768a2,Peggy Cuevas,+1-788-569-8029,-49.2541715,-16.6078731,product_872
b577c30a-117a-4137-80de-0320ca666bdd,Kelly Lin,001-448-585-1432x9290,-49.2972799,-16.6149067,product_165
be77bb73-df84-4c31-a293-a84d9d86f54e,Dave Henderson,4299824601,-49.2858496,-16.6148748,product_360
3a95dd86-fdb5-4f62-88ca-8eaf9849c077,Mary Allen,+1-940-532-4773x210,-49.2411222,-16.6123809,product_386
2ed272d0-f771-4fe9-8ea6-6c8a14672d20,Ronald Gallegos,501.333.5124,-49.2441183,-16.6033556,product_867
fcf67e9b-c9fa-4ad5-8705-d730ed6f00ca,Jose Gates,283.848.0404x77253,-49.232728,-16.6305248,product_73
204a43a9-294a-4e6d-8fde-ee9814bd47b3,Juan Blake,447.631.5531,-49.2550837,-16.6220337,product_385
00dafc22-f56d-41b7-b027-1b75b28016fa,Jennifer Villanueva,568-390-6943x2870,-49.2615317,-16.5958939,product_519
c6e451bb-93ce-4cec-a6ae-8d46223dea08,Joel Decker,642-295-0170,-49.2436272,-16.636419,product_16
dbd39d20-1ea3-4247-9d56-ad7378818357,Jennifer Malone,(797)316-8744x0224,-49.2306661,-16.6336974,product_140
ae27c95c-615b-42c7-bbfc-cc7ecf2ba9c2,Stephen Sandoval,656.665.8028x381,-49.2684732,-16.5789692,product_228
3964cae3-4206-4231-8d20-e9173c5ff8ef,Roger Sampson,(467)804-7790x798,-49.2466097,-16.6128414,product_602
aefe8928-6b41-4f85-bfeb-9dcc480017b8,Shelley Kaufman,297.774.3236x96914,-49.2418854,-16.6262601,product_344
d22c34c0-aa8f-4069-b3ed-e056bd9c9024,Brian Hancock,5738656250,-49.2974012,-16.6148271,product_784
231400ba-bb32-4dc0-8d30-dac8278cb052,Lisa Gomez,+1-821-780-8332,-49.2505094,-16.6167799,product_890
ec62b672-f3ab-4aa4-8512-bf9586e9c9fd,Janet Blanchard,001-220-410-6385x5104,-49.292161,-16.6068484,product_949
9adfe8e9-7d88-4163-9fb7-22dda4a03a23,Kevin Adams,422.671.4612,-49.2746863,-16.5709478,product_260
5bd5d231-a6ce-470f-a920-85de14eac4e0,April Solis,944-722-2696x02308,-49.2454936,-16.6101715,product_757
09730bbc-0578-4cd9-8ad9-c4f4a703c470,Jennifer Wise,+1-515-647-1463x57343,-49.3008605,-16.6211773,product_995
d387f7bc-3d16-44a7-bf2d-e66d715df20c,Matthew Foster,001-735-597-2592x394,-49.2467121,-16.6140739,product_853
26d25ec8-7df6-474a-ad42-fd686f15de58,April Doyle,001-850-940-2921x024,-49.2881712,-16.5681348,product_701
e18aef67-c38b-4c57-9dc7-6dcd2823f643,Julie Harrison,906-451-2960,-49.2520923,-16.6151413,product_49
931b38d2-afcb-4ee2-be12-62596a3c2bc9,Andrea Banks,(362)845-8591x0002,-49.2588598,-16.6061938,product_621
5ea91a28-d716-4226-9687-53067f3cfc62,Catherine Tanner,(399)983-9699x7098,-49.2945626,-16.5887411,product_675
59b1dc12-4d72-4b25-9b57-4d29013e163a,Paul Walker,678.751.0890,-49.2839956,-16.6227284,product_821
3ef79a8e-82d7-4dcc-9e79-dfe62fbb81a8,Kathleen Wright,(357)411-9357x328,-49.2358126,-16.6268255,product_897
9820a1c7-343b-4a48-bf63-037783d536aa,Jennifer Williams,(727)493-2984x12404,-49.2368939,-16.6330128,product_713
e074b03c-9bdc-46c2-a93c-101d573cbe0a,Patrick Flores,001-974-803-3947x8769,-49.2284852,-16.6091125,product_621
dffe6f8f-11a0-49ad-a855-88b55b03d338,Stephen Blake,9567373219,-49.2714048,-16.6392769,product_43
a1af1f06-84d1-4a40-aec5-136be715d63f,Edward Warren,+1-837-836-3745x64703,-49.2555363,-16.6234732,product_410
a0d06fd7-d3ba-4b7c-88bc-64d9e6c6facf,Kristina Rice,8479588477,-49.2983779,-16.6165868,product_196
7a48b0af-fed8-4368-a87e-14305fdd31cd,Anthony Lawrence,485.403.9532,-49.2555345,-16.6132934,product_237
2856d60b-9131-4c74-a1ce-dbc4a0e13363,Marc Blair,001-385-875-1678x94761,-49.2749879,-16.6351109,product_844
b6bb45fc-5ecf-4f14-9c1c-9a97a15437db,Rita Salazar,910-363-0530x7547,-49.265586,-16.6198502,product_727
cb292165-3d3a-40ae-8424-c75f7c3cc50a,Jessica Fisher,001-984-478-3469x5847,-49.2496522,-16.6258386,product_230
14713e26-178b-40f0-818f-8ba5f4fbb88c,Jamie Young,778.870.9219,-49.2479605,-16.5985653,product_136
18d80905-a048-4f7f-9053-de8e3b2992f0,Adam Butler,596.547.6466x7836,-49.2799641,-16.5967257,product_421
77db2d4e-8bb7-415b-a45c-cb837191c91c,Jared Ruiz,001-559-815-1864x306,-49.2333981,-16.6265119,product_750
9886e7fa-4ab6-4cd8-aa33-0b7fa51d56ab,Dr. Shannon Nguyen,302-444-3187,-49.2718961,-16.590834,product_419
dbd014f9-5aaa-4100-9d6c-42388e765501,Jared Dalton,537-400-4116,-49.2975006,-16.6184328,product_137
971aa998-24ba-4a4b-b5ac-c86d22caba19,Erin White,001-213-401-9777x93940,-49.237661,-16.6378941,product_262
3f6e67ec-40aa-47c1-a3be-c949e1c15b8f,Renee Bates,+1-368-224-5378x669,-49.2716125,-16.6377382,product_318
d6669414-8e5f-44c7-97c0-ef04117238f5,Victor Hill,(322)626-0104x97716,-49.2398404,-16.6315674,product_46
465feb20-6d8f-4bb4-9ac7-9ffb8a435a98,Haley Hampton,001-446-994-9457x09975,-49.2904808,-16.6354555,product_666
11cd407d-666a-4474-a034-fcc46dfa728e,Gary Alexander,493-719-1983,-49.244784,-16.612287,product_28
1d38667b-9b63-4342-9a71-8b84bbe5a000,Sandy Evans,(899)594-9292,-49.2510958,-16.6284993,product_366
e00b3d50-d962-48d7-923c-54b4d04b2cad,Crystal Clark,(894)449-4629,-49.2634341,-16.5901411,product_931
38f03c01-201c-4cce-8a4c-b03661e4d8f3,Erin Wilkerson,+1-669-973-4727,-49.282176,-16.5814939,product_541
d2e34ffd-dfe7-4e4a-aeed-b28c88c673a1,Brandon Livingston,+1-670-315-2838x8771,-49.243086,-16.6115917,product_729
ab853fba-cb32-482e-986d-ac3daa4968a0,Jeremy Marshall,806-760-2577x89921,-49.2513431,-16.622654,product_319
e67e81c7-45f5-4d03-975a-c46017e3fa40,Manuel Jensen,(542)539-2081,-49.2506478,-16.6117899,product_359
b83f8aea-ac6b-43da-b6d0-9127fced2db2,Garrett Hudson,5829238684,-49.2347401,-16.6254749,product_567
ad886087-2124-4af1-aeb5-3a4309a5c5bb,Michael Montes,001-909-221-5195x986,-49.2296556,-16.6091137,product_105
35a17215-7aca-48d1-b0d9-03a70985bf5f,Ronald Walters,900.314.1179x7451,-49.2568889,-16.6321893,product_771
5983a082-3a87-4ba7-81c6-2a8ea8492694,Becky Myers,721-644-1738,-49.2547938,-16.6044472,product_438
a13f47e9-2617-4acf-90c7-143129739d1a,Sarah Harris,540.233.3023,-49.2675437,-16.6080439,product_622
7677e760-4160-4cd0-966d-5f8c7355575a,Kimberly Flores,829-722-1626x9355,-49.2669649,-16.5912304,product_123
cae791b3-86c0-4737-bcf5-d850c973151b,Mrs. Ashley Holt,001-652-702-1588x81640,-49.2793411,-16.5741886,product_391
52b31ffe-d17e-422a-b511-b7686eaa4e84,Alexander Brown,(502)630-2731,-49.3004921,-16.6136971,product_160
585f0a15-dd01-4e6f-aaaf-6477fe792aee,David Lester,528.783.4216x711,-49.2842563,-16.6250769,product_196
c61be36a-23e5-4cec-b4e8-8ba0e43508a1,Heidi Ball,(466)917-7470x4505,-49.24153,-16.5831745,product_54
3a8d4524-4bdb-4e0a-be3b-0cf519a8485a,Gina Brown,746.506.7905,-49.2776718,-16.6354448,product_579
6f1b9db4-e431-4682-a3f2-f76cfd6ed6cd,Katelyn Wolfe,695.437.9024x4100,-49.2944211,-16.6386524,product_816
335bed76-37ca-49c3-90f1-5940fa58832f,Nicole Welch,001-793-897-1063,-49.2461769,-16.6283116,product_91
52399547-8da9-4216-ab4c-ea0ec83c2e97,Carolyn Jensen,001-290-273-9501x908,-49.2663607,-16.6068403,product_539
67cdc7ba-813f-454d-bae0-8f4126e9b67d,Tony Green,+1-893-929-8570x26401,-49.2967682,-16.6391167,product_754
271fa756-d4b9-403e-8714-533ca0f107ac,Dave Evans,001-750-495-0761x663,-49.2792061,-16.6385165,product_927
e60abb0e-892f-4f9c-a83e-ad5e63588038,Anthony Moyer,906.233.4530,-49.2967801,-16.6239045,product_454
98cdcab2-cc76-4e68-acac-cfb1b298811f,Lisa Hernandez,840-457-0953x93756,-49.2813165,-16.5933212,product_135
d2d58c43-e2a0-4ece-854b-91d889fc5c93,Benjamin Butler,001-305-248-4189x58771,-49.2782189,-16.6367147,product_488
483062ca-e4a9-40db-9dfb-9d61fa57eefe,Patrick Porter,001-801-524-4325,-49.2711623,-16.6334342,product_15
d91a2dda-1e24-4ec3-86a1-fea72c0529e5,Sara Dyer,660.832.0348x2927,-49.282176,-16.5814939,product_922
3366a4b4-66e1-4c3e-bed9-2d7344f0ec7b,Zachary Walker,+1-865-651-0353x5838,-49.2997544,-16.5698976,product_519
d1d1bec1-3331-4e0c-a520-5a9c43874fc9,Nathaniel Marshall,257.326.1080x1192,-49.2554636,-16.6180347,product_803
6900d562-8588-407f-b72e-c50400340fff,Matthew Mendoza,351-532-5731x0708,-49.2970058,-16.6165696,product_916
061fb0c1-0ad2-4028-99f8-0b5e9ec943d4,Amanda White,(542)761-6451x33439,-49.3003168,-16.628304,product_838
0a6f0c9b-2126-44cb-a974-936f8fad061f,Sheila Molina,001-856-452-1537,-49.2312334,-16.6366463,product_625
a0d59ec6-2ebd-4259-a599-0e4ff1f7f8ea,Scott Adams,852.838.0838,-49.2830785,-16.6201067,product_799
b4603215-8a1e-44e4-afa3-d1cd02d9b3cf,Tamara Hawkins,+1-215-841-0594x236,-49.3010344,-16.6275038,product_122
515785dd-c175-4514-9053-4e391019cef7,Amanda Robinson,001-950-618-4070x34111,-49.2788164,-16.6364348,product_323
7cc05b9f-26e5-4ca0-9992-74ae67d4055d,Danielle Kennedy,+1-299-660-8828x27809,-49.3022265,-16.626622,product_293
376da363-7fe0-44c9-958c-d6e82fe0c5d5,Lindsay Castro,(651)416-1683x1796,-49.2653938,-16.5815457,product_83
adca50c9-0f1c-4c3f-adad-91694152f77a,Timothy Frederick,229-327-4830x2802,-49.2349106,-16.634199,product_753
ca469d7a-9fba-4f26-8cf2-454d120ff1e4,Michael Lewis,617-735-9306x5019,-49.2733751,-16.6377775,product_213
06f181b9-a90b-44ee-a956-0c0364d547fc,Susan Ellis,222-991-7779x06743,-49.2815138,-16.5921889,product_292
1b8ba10c-0b5f-4b8b-a6fe-41671d72428a,Jillian Gardner,801.372.5592x9652,-49.2468942,-16.6236965,product_553
ffd53af3-2505-4464-b05a-181cb255a7d1,Wesley Wagner,527-523-0572x39538,-49.2334559,-16.6365366,product_623
722a9c74-b855-41a2-99d6-13e29107e736,Angela Rogers,765-517-3379x2547,-49.2341401,-16.6297764,product_925
